"","HF","MP2","SLATM-L2"
"764",1.68,-1.32,1.25
"765",0.29,0.45,1.12
"766",3.14,-0.83,0.47
"767",-3.46,0.0899999999999999,0.91
"768",-0.69,-0.57,-0.54
"769",0.94,-1.43,0.39
"770",-0.609999999999999,-1.92,1.6
"771",-1.05,1.78,0.47
"772",13.32,-3.19,-7.64
"773",-0.2,-0.3,-0.11
"774",-1.55,1.44,0.97
"775",3.55,-0.0900000000000003,0.71
"776",4.88,-1.74,2.33
"777",-4.67,0.91,-0.03
"778",3.49,3.29,-0.68
"779",-1.24,4.24,0.84
"780",-1.16,-0.96,0.29
"781",-2.43,-1.42,-0.69
"782",4.78,4.2,1.49
"783",0.37,4.73,-1.1
"784",1.66,0.279999999999998,1.8
"785",-2.56,-1.17,-1.07
"786",1.42,-1.08,1.41
"787",-1.28,-0.18,1.14
"788",-4.48,2.62,-0.16
"789",-4.41,2.48,-4.82
"790",-0.860000000000007,-0.780000000000001,0.23
"791",-5.75,0.120000000000005,2.77
"792",2.93,-1.07,0.81
"793",-1.3,1.68,-0.3
"794",-1.74,0,0.55
"795",-2.04,-0.880000000000001,0.19
"796",-0.530000000000001,-0.620000000000001,-1.74
"797",-2.67,0.100000000000001,-0.73
"798",-0.0800000000000054,2.68,-9
"799",14.9,-1.81,-5.75
"800",2.07,-1.04,0.21
"801",-1.3,0.629999999999999,-0.7
"802",-4.96,1.47,1.67
"803",-0.0800000000000001,-0.319999999999999,0.27
"804",0.77,-1.03,-0.2
"805",5.3,-1.59,-0.66
"806",-0.869999999999997,0.34,-1.46
"807",1.54,2.12,-4.95
"808",-2.95,0.18,-0.88
"809",-1.64,0.0999999999999979,-3.67
"810",-0.34,-0.52,-0.54
"811",-2.21,-0.450000000000001,0.42
"812",1.57,-2.18,0.23
"813",1.08,-0.8,0.3
"814",-0.68,-1.13,0.94
"815",-0.600000000000001,0.31,-0.63
"816",-0.92,1.79,-0.14
"817",-0.64,-2.18,0.16
"818",-0.84,0.52,-0.45
"819",-1.41,2.35,-0.54
"820",-2.15,0.48,0.71
"821",-1.4,-2.21,-1.75
"822",-0.33,-1.71,1.26
"823",-1.18,-0.579999999999998,-0.44
"824",-1.68,-2.28,5.34
"825",-1.38,0.23,0.54
"826",-1.65,-1.03,0.04
"827",3.72,2.42,0.43
"828",3.13,-0.280000000000001,-2.97
"829",0.860000000000014,-2.80999999999999,-5.21
"830",-3.85,0.370000000000001,-0.86
"831",-4.94,-0.990000000000002,1.21
"832",-2.95,0.189999999999998,0.08
"833",-1.92,1.3,0.2
"834",-1.04,-0.169999999999998,-0.43
"835",2.21,0.550000000000001,0.89
"836",0.81,0.54,1.09
"837",0.370000000000001,0.340000000000003,-0.53
"838",-0.49,0.219999999999999,-0.54
"839",4.12,1.91,0.19
"840",-0.599999999999998,2.31,2.12
"841",-2.41,0.810000000000002,0.7
"842",2.9,-2.54,0.47
"843",-6.15000000000001,-1.78,-0.92
"844",-1.40000000000001,-1.45,-0.92
"845",0.33,0.38,-0.42
"846",4.1,2.23,1.03
"847",-1.57,-0.310000000000002,-0.91
"848",0.460000000000001,0.719999999999999,-0.31
"849",-3.95,-3.28,0.64
"850",0.470000000000001,-0.4,-0.92
"851",-0.609999999999999,-1.86,0.45
"852",-1.87,1.23,0.1
"853",6.22,1.69,-1.28
"854",-2.53,-2.14,-0.04
"855",3.5,-0.799999999999999,-0.17
"856",-1.26000000000001,-0.840000000000003,-0.3
"857",-4.53,0.84,2.7
"858",-4.06,-1.05,-8.13
"859",-3.12,-0.77,0.66
"860",-0.260000000000002,-1.64,-0.56
"861",-3.06,-0.54,0.22
"862",-1.41,0.399999999999999,0.13
"863",2.98,1.86,0.21
"864",-2.18,1.56,0.3
"865",4.81,3.77,-1.41
"866",-0.319999999999999,-0.67,-0.17
"867",1.06,-0.869999999999999,-0.14
"868",2.03,-0.709999999999999,0.8
"869",-0.00999999999999979,-1.27,-0.48
"870",-8.05,1.45,-12.7
"871",-0.84,3.08,0.08
"872",0.370000000000001,0.350000000000001,0.41
"873",5.76,0.709999999999999,1.35
"874",0.159999999999998,1.36,-0.03
"875",-2.66,0.0499999999999998,0.1
"876",1.81,-1.19,-0.38
"877",-0.23,0,-0.6
"878",-1.76,-0.549999999999997,-0.58
"879",3.7,-0.0499999999999998,-3.83
"880",0.399999999999999,-4.06,-0.98
"881",0.959999999999999,-0.100000000000001,-1.22
"882",1.56,-1.29,-0.5
"883",1.06,-1.14,0.06
"884",-0.619999999999999,2.3,-2.02
"885",3.24,1.16,-0.75
"886",-4.29,1.42,-0.24
"887",-2.41,0.42,0.18
"888",-0.869999999999997,0.460000000000001,-0.04
"889",0.18,2.74,1.11
"890",-1.6,-0.199999999999999,-0.39
"891",4.16,2.58,-0.12
"892",4.4,2.53,-0.63
"893",-1.9,-1.31,-0.18
"894",2.65,0.5,-1.23
"895",0.84,-0.49,0.34
"896",-5.54,0.5,0.53
"897",5.8,0.430000000000007,-2.92
"898",3.53,0.789999999999999,3.16
"899",3,-1.44,-0.47
"900",2.04,0.61,-3.75
"901",1.14,2.12,4.53
"902",4.85,-3.51000000000001,-2.21
"903",-1.52,-0.91,-0.64
"904",-3.02,0.850000000000001,-0.64
"905",0.27,0.799999999999999,2.82
"906",-9,-0.260000000000002,-0.77
"907",-2.22,2.02,0.47
"908",0.72,0.87,-0.28
"909",1.67,-1.6,1.89
"910",1.29,0.469999999999999,-1.42
"911",2.4,-3.28,-1.58
"912",-0.790000000000001,-0.890000000000001,0.41
"913",-3.01,1.08,-0.57
"914",-1.74,0.16,-1.16
"915",-0.0400000000000009,-0.960000000000001,0.05
"916",1.13,0.51,1.58
"917",-3.12,0.109999999999999,-1.44
"918",6.11,-1.51,-3.45
"919",6.34,-3.12,1.38
"920",2.09,-1.05,0.76
"921",-2.77,-0.0800000000000001,-0.13
"922",-2.19,-1.2,0.57
"923",4.01,3.15,1.33
"924",2.51,-0.649999999999999,-0.39
"925",4.07,2.76,1.82
"926",2.67,-1.32,-0.73
"927",-3.27,-0.470000000000002,-0.59
"928",-2.35,0.940000000000001,-0.8
"929",1.54,1.84,0.95
"930",-3.1,0.510000000000005,-0.44
"931",3.33,-1.55,3.3
"932",-4.5,2.28,-0.92
"933",4.95,2.93,-0.59
"934",-2.43,0.399999999999999,-5.37
"935",-5.05,-0.450000000000003,0.3
"936",8.79,-2.34,-1.72
"937",-5.2,-0.329999999999998,0.68
"938",-3.57,2.67,0.05
"939",0.88,0.19,0.99
"940",0.57,-2.83,-0.71
"941",3.49,-2.62,-5.48
"942",1.92,-0.0300000000000002,0.38
"943",8.96,-2.64,0.51
"944",0.25,2.72,-1.38
"945",3.15,-1.3,0.46
"946",7.66,-1.26,0.78
"947",1.71,0,-0.31
"948",3.46,-4.39,0.57
"949",2.1,-0.41,1.17
"950",-0.0499999999999999,-2,1.45
"951",-1.2,0.43,0.09
"952",2.43,-1.61,0.28
"953",-0.359999999999999,-0.109999999999999,-1.17
"954",-0.399999999999999,0.96,1.34
"955",2.37,-2.76,-10.85
"956",-0.550000000000001,-1.6,0.21
"957",-2.59,-0.34,-0.52
"958",-3.05,1.9,-0.05
"959",-0.82,-0.93,-0.86
"960",0.0299999999999994,0.58,-0.14
"961",-4.52,-0.279999999999998,0.71
"962",-3.92,1.74,-0.1
"963",-6.18,-2.17,0.22
"964",-4.9,0.420000000000002,-0.16
"965",1.41,-2.55,2.55
"966",-0.66,1.3,-0.76
"967",-1.04,1.31,-0.94
"968",-2.78,2.01,0.56
"969",0.41,3.02,-0.09
"970",3.62,-1.5,-1.32
"971",0.890000000000001,0.760000000000002,0.01
"972",4.43,-1.59,-0.26
"973",1.59,1.59,0.88
"974",-4.44,-1.76000000000001,0.61
"975",-5.78,-0.27,-0.86
"976",0.34,-1.07,-0.23
"977",-2.1,-0.79,0.74
"978",-0.74,-2.15,-0.24
"979",1.88,0.209999999999999,-1.44
"980",6.61,-1.47,-7.53
"981",-2.72,-0.03,0.13
"982",-4.28,-0.25,-0.98
"983",-1.37,-0.700000000000003,0.22
"984",-1.3,0.300000000000001,-0.3
"985",-3.14,2.01,-0.24
"986",0.62,0.58,-0.43
"987",2.1,-0.81,-0.39
"988",5.22,4.25,0.25
"989",-0.559999999999995,-0.779999999999994,1.58
"990",4.52,-5.34,-7.21
"991",-1.37,-0.29,-1.64
"992",-3.42,1.35,0.54
"993",3.41,1.36,0.55
"994",1.64,0.16,0.24
"995",2.1,-0.44,-0.4
"996",-4.89,1.98,1.05
"997",-0.76,1.2,2.29
"998",5.29,-2.14,0.09
"999",-2.51,0.740000000000002,0.72
"1000",1.26,0.209999999999999,0.55
"1001",2.45,-1.17,-0.41
"1002",2.49,0.0800000000000001,-0.82
"1003",0,-0.599999999999998,0.47
"1004",8.02,-1.09,-3.43
"1005",4.90000000000001,-0.379999999999995,1.57
"1006",-4.42,-2.5,0.19
"1007",-0.35,0.72,-0.36
"1008",3.66,-1.91,0.19
"1009",-1.4,-2.21,-1.75
"1010",1.45,1.3,-0.8
"1011",-1.34,1.96,-1.51
"1012",-1.77,-0.48,-0.59
"1013",2.48,2.85,3.93
"1014",-0.0599999999999987,-4.94,5.55
"1015",-0.260000000000001,-0.7,0.24
"1016",-4.39,-1.21,0.29
"1017",-2.28,1.68,-1.27
"1018",-1.06,-0.939999999999998,-0.12
"1019",2.22,0,0.14
"1020",0.79,-1.47,-0.14
"1021",4.79,-1.04,2.12
"1022",0.17,-1.76,0.06
"1023",-0.97,2.05,-0.31
"1024",-0.639999999999999,-1.82,0.09
"1025",-0.78,2.68,0.22
"1026",1.04,-0.34,-0.99
"1027",-3.05,-0.430000000000001,0.11
"1028",-2.45,1.56,0.17
"1029",-4.3,2.16,0.06
"1030",-5.63,0.539999999999999,-0.95
"1031",2.49,1.65,-2.98
"1032",2.8,-1.62,-0.34
"1033",-3.96,0.0500000000000007,-0.41
"1034",-5.12,-0.91,3.63
"1035",5.7,2.21,-3.38
"1036",-0.32,-0.42,-0.05
"1037",0.81,-0.220000000000001,0.35
"1038",0.74,-0.31,-1.03
"1039",0.57,1.78,-0.76
"1040",-1.68,0.98,-0.02
"1041",1.78,0.0299999999999994,-0.19
"1042",2.85,1.56,-0.45
"1043",1.51,1.41,-0.49
"1044",-6.44,-0.32,-9.84
"1045",-0.34,1.31,0.83
"1046",-0.459999999999997,1.39,0.17
"1047",1.19,0.319999999999999,0.98
"1048",5.58,1.33,0.71
"1049",3.38,-2.65,-0.28
"1050",-1.88,-3.55,-0.22
"1051",0.48,-0.279999999999999,0.46
"1052",3.69,4.2,-0.9
"1053",2.06,-1.25,-0.78
"1054",1.82,1.11,-0.4
"1055",-2.6,-0.300000000000001,0.18
"1056",0.73,-1.69,0.44
"1057",-0.459999999999999,2.78,0.37
"1058",-0.41,0.56,0.41
"1059",-1.49,0.85,2.44
"1060",2.86,-2.1,-0.56
"1061",1.38,3.05,-1.17
"1062",1.31,-1.67,-0.69
"1063",-3.85,-0.26,-1.11
"1064",5.23,-1.65,0.24
"1065",-0.45,0.23,-0.24
"1066",0.52,-0.82,0.29
"1067",-0.719999999999999,-1.51,-0.05
"1068",2.36000000000001,-0.829999999999998,1.46
"1069",1.26,2.35,-0.15
"1070",-0.569999999999999,3.2,1.92
"1071",-2.32,2.38,-0.38
"1072",-1.64,-1.19,-1.31
"1073",3.52,-1.16,1.36
"1074",-2.15,1.66,-0.42
"1075",1.39,-1.82,-0.75
"1076",-3.19,0.54,-0.09
"1077",-4.72,0.38,-0.89
"1078",-1.38,0.28,-0.24
"1079",-2.83,-1.23,-0.2
"1080",-0.82,0.640000000000001,-0.15
"1081",-2.53,1.55,0.06
"1082",1.18,-2.45,0.65
"1083",-4.47,2.74,0.23
"1084",0.449999999999999,-1.44,-0.48
"1085",1.48,1.14,-0.28
"1086",1.64,-1.6,-0.6
"1087",-3.65,1.19,-0.55
"1088",-2.26,0.260000000000002,0.19
"1089",1.25,-1.61,0.63
"1090",-1.1,-1.38,-0.11
"1091",-1.24,-0.16,0.97
"1092",2.4,-1.95,1.04
"1093",-1.53,1.68,2.25
"1094",2.92,1.26,0.42
"1095",4.55,-0.57,3
"1096",-1.85,1.71,5.91
"1097",0.5,0.41,-2.21
"1098",-1.63,-0.530000000000001,-1.66
"1099",-0.970000000000001,1.81,-0.54
"1100",-1.23,3.14,0.51
"1101",0.31,-1.01,-1.74
"1102",0.7,2.08,0
"1103",0.760000000000002,-1.26,0.98
"1104",2.46,1.85,1.77
"1105",-1.26,-1.12,-1.25
"1106",-0.280000000000001,1.92,1.32
"1107",1.12,0.21,-0.13
"1108",-0.5,-0.41,-0.61
"1109",-1.11,0.41,0.05
"1110",-0.15,-0.709999999999999,-2.05
"1111",1.21,-0.86,0.01
"1112",-4.95,-0.74,-0.04
"1113",0.18,2.31,1.09
"1114",-1.53,2.09,0.36
"1115",-3.1,3.22,1.05
"1116",-2.73,1.2,0.02
"1117",-3.52,1.91,0.74
"1118",3.96,-2.24,9.55
"1119",2.22,0.779999999999998,-4.16
"1120",1.53,-0.74,0.81
"1121",4.44,3.02,-0.36
"1122",-1.46,-3.73,6.08
"1123",5.82,1.43,5.3
"1124",-2.52,1.46,0.62
"1125",2.5,1.48,-0.2
"1126",-3.97,0.359999999999999,-0.33
"1127",-3.93,0.25,0.2
"1128",-2.02,1.72,1.35
"1129",0.869999999999999,-0.630000000000001,-1.16
"1130",0.170000000000002,-4.43,-1.04
"1131",4.32,1.95,-0.71
"1132",-0.32,-4.2,-1.22
"1133",-1.55,-0.859999999999999,-0.6
"1134",0.83,1.27,0.44
"1135",-0.119999999999997,-1.96,0.04
"1136",-0.25,0.0199999999999996,-1.31
"1137",3.8,-1.35,0.07
"1138",3.14,2.61,-0.49
"1139",6,-1.19,-22.92
"1140",1.57,2.61,6.22
"1141",-3.55,1.74,0.89
"1142",1.28,-0.979999999999997,-1.67
"1143",-1.89,-0.19,-0.63
"1144",-1.64,1.51,1.96
"1145",-0.17,-0.390000000000001,0.03
"1146",-0.549999999999997,-0.299999999999997,0.51
"1147",-4.72,-0.27,-0.56
"1148",4.86,-1.4,0.44
"1149",-1.26,-1.26,-1.17
"1150",3.37,1.36,-2.4
"1151",-1.97,-0.12,0.78
"1152",8.59,-0.91,4.5
"1153",1.03,1.78,0.02
"1154",0.41,-0.370000000000001,-0.25
"1155",1.34,-0.790000000000001,-0.09
"1156",-0.23,1.14,0
"1157",-3.79,1.29,-0.17
"1158",1.34,-2.43,0.55
"1159",-1.84,1.17,-0.8
"1160",1.47,-4.75,-2.43
"1161",-0.140000000000001,0.369999999999999,-0.47
"1162",1.05,-1.72,-0.83
"1163",-2.64,0.120000000000001,0.19
"1164",-3.87,-1.16,0.2
"1165",2.47,0.4,3.02
"1166",-2.01,-0.18,0.22
"1167",-1.33,-0.520000000000003,0.36
"1168",-5.28,-1,-0.53
"1169",-0.149999999999999,-0.43,-0.64
"1170",3.93,-2.82,-2.9
"1171",1.53,-1.2,1.05
"1172",-4.42,0.65,0.93
"1173",-4.02,0.27,-2.93
"1174",-3.01,0.350000000000001,-0.1
"1175",-5.96,-1.68,-1.05
"1176",-2.96,-0.859999999999999,0.24
"1177",-2.62,0.65,-0.15
"1178",-2.46,-1.2,-1.1
"1179",2.1,-1.61,7.39
"1180",0.8,0.56,-6.54
"1181",-0.270000000000003,-0.770000000000003,0.59
"1182",1.61,-1.03,0.49
"1183",3.37,1.54,-0.05
"1184",-2.34,-0.850000000000001,-0.39
"1185",3.47,2.2,-1.49
"1186",3.17,-0.219999999999999,-1.44
"1187",0.62,-2.47,3.07
"1188",1.76,-0.510000000000002,-0.14
"1189",-2.08,0.38,0.4
"1190",-0.359999999999999,-0.300000000000001,1.1
"1191",-3.74,0.619999999999997,-0.05
"1192",4.06,-0.220000000000002,0.8
"1193",-4.37,0.93,0.24
"1194",1.08,-1.73,-0.26
"1195",-0.85,1.2,3.18
"1196",4.27,2.54,-1.24
"1197",-1.5,0.66,0.02
"1198",-1.87,0.91,-0.14
"1199",-2.75,0.779999999999999,0.6
"1200",-1.49,3.61,-5.11
"1201",2.21,2.04,-2.02
"1202",-0.86,1.67,0.19
"1203",-2.8,1.57,-0.1
"1204",-0.71,2.84,2.43
"1205",-2.47,-1.16,-0.38
"1206",0.709999999999997,-0.850000000000001,0.54
"1207",0.19,-0.66,-0.15
"1208",9.08,-1.51,-0.35
"1209",1.52,-1.74,-0.19
"1210",-1.7,-1.59,-1.86
"1211",0.65,-0.84,0.2
"1212",5.7,1.58,-0.18
"1213",-1.99,-1.35,-1.33
"1214",5.46,3.54,-1.15
"1215",-2.08,0.1,-1.35
"1216",-2.84,1.42,0.56
"1217",-1.31,0.670000000000002,0.59
"1218",-1.32,1.8,0.71
"1219",-3.01,0.149999999999999,0.56
"1220",0.399999999999999,-0.109999999999999,1.61
"1221",2.71,-1.03,-0.08
"1222",-1.94,-2.05,-0.4
"1223",1.78,1.82,-1.05
"1224",0.720000000000001,0.380000000000001,0.06
"1225",-1.46,0.0500000000000043,1
"1226",-2.91,1.08,-0.95
"1227",-3.14,-0.190000000000001,-0.06
"1228",-1.04,0.310000000000002,-1.31
"1229",-1.52,0.64,0.41
"1230",0.309999999999995,3.33,-1.64
"1231",1.54,-2.22,0.51
"1232",-1.57,-0.6,1.05
"1233",-0.609999999999999,-0.979999999999999,-0.75
"1234",-0.370000000000001,2.12,-0.86
"1235",7.33,-2.07,-0.32
"1236",-1.11,1.92,-0.15
"1237",-3.82,-2.15,-0.59
"1238",2.45,-1.41,-1.03
"1239",-5.89,-0.43,2.13
"1240",-1.45,0.659999999999997,-3.5
"1241",3.47,2.21,-1.73
"1242",1.77,0.12,0.39
"1243",-2.18,1.64,0.76
"1244",-2.22,3.05,-0.05
"1245",1.96,-0.31,0.12
"1246",1.81,3.92,-0.03
"1247",3.94,2.98,0.02
"1248",4.31,-0.64,-0.07
"1249",2.96,2.73,-0.37
"1250",-12.17,3.19,-10.11
"1251",1.12,1.91,1.84
"1252",0.68,-2.83,2.87
"1253",-4.11,1.2,0.15
"1254",-2.59,1.25,-0.03
"1255",-6.72,2.43,-13.63
"1256",-0.960000000000001,-0.700000000000001,-1.6
"1257",-2.3,2.67,-0.18
"1258",-1.03,0.24,-0.2
"1259",0.359999999999999,-0.640000000000001,0
"1260",-2.82,-1.41,5.55
"1261",0.23,1.56,-0.92
"1262",2.06,-0.960000000000001,-0.25
"1263",-2.6,-1.21,0.6
"1264",5.18,1.14,3.78
"1265",8.15,-1.76,0.51
"1266",3.42,-1.26,-0.59
"1267",2.61,0.550000000000001,-0.2
"1268",-2.66,1.16,-0.77
"1269",1.01,0,0.71
"1270",5.39,-2.13,-1.45
"1271",-2.3,1.16,-0.48
"1272",3.9,2.82,0.14
"1273",-1.25,-0.0400000000000027,0.54
"1274",1.61,-0.6,-2.19
"1275",0.15,-0.79,1.15
"1276",-2.83,0.89,-0.15
"1277",-1.48,-0.580000000000002,0.03
"1278",1.47,1.17,-0.73
"1279",0.0899999999999999,-2.1,0.83
"1280",6.66,3.58,-1.21
"1281",1.85,-0.73,1.35
"1282",7.27,1.31,-3.29
"1283",1.51,-1.35,0.03
"1284",1.09,2.18,-0.64
"1285",0.25,1.3,-1.4
"1286",-4.6,-0.0799999999999983,1.58
"1287",-3.15,-1.71,-0.24
"1288",1.73,0.64,0.37
"1289",-2,-0.25,-1.83
"1290",-0.5,2,0.08
"1291",5.48,-0.23,1.35
"1292",-0.0300000000000002,0.62,0.35
"1293",2.5,-2.03,1.91
"1294",-0.59,2.77,-1.5
"1295",-0.85,-0.82,2.31
"1296",-1.81,-1.72,-0.1
"1297",2.2,-2.34,0.34
"1298",-1.6,1.11,-0.24
"1299",1.51,0.760000000000002,-0.2
"1300",2.99,-2,2.89
"1301",-3.36,1.79,-0.61
"1302",4.25,2.48,-0.89
"1303",0.28,-2.03,0.56
"1304",-3.45,-1.65,-0.15
"1305",14.03,-1.07,2.74
"1306",-2.31,-0.619999999999999,-0.17
"1307",5.96,3.44,-6.75
"1308",-2.75,-2.16,-1.67
"1309",-5.59,1.48,1.72
"1310",6.62,-0.6,0.25
"1311",-2.13,0.35,-0.48
"1312",5.85,-0.58,0.09
"1313",-3.44,-0.48,1.92
"1314",-2.83,1.22,0.12
"1315",-3.3,-0.0700000000000003,0.73
"1316",0.790000000000003,-0.0199999999999996,-1.14
"1317",-6.06,-1.4,-0.35
"1318",-1.51,-0.17,-0.07
"1319",-3.01,1.54,0.01
"1320",-1.72,0.219999999999999,-0.08
"1321",1.68,1.52999999999999,-0.88
"1322",0.68,-1.57,-1.03
"1323",-0.89,1.45,-1.88
"1324",1.91,-0.14,0.64
"1325",-2.91,0.879999999999995,0.16
"1326",0.83,0.04,0.65
"1327",-0.370000000000001,-1.14,-0.42
"1328",-3.69,1.7,-0.35
"1329",-1.35,1.46,0.19
"1330",-0.429999999999996,-1.2,-0.29
"1331",-0.490000000000002,-2.61,-1.12
"1332",-2.27,2.81,0.19
"1333",2.38,0.970000000000006,-0.88
"1334",-0.75,-2.02,0.22
"1335",1.72,-0.77,0.05
"1336",-1.27,2.68,-1.2
"1337",0.85,-0.78,-0.25
"1338",-0.130000000000001,0.76,-0.91
"1339",-7.8,-0.0999999999999979,-0.46
"1340",1.4,-0.91,-1.19
"1341",-2.69,2.99,0.94
"1342",-0.0600000000000005,0.919999999999999,-0.04
"1343",3.8,-1.19,-1.67
"1344",-3.59,1.3,-0.09
"1345",0.0399999999999991,-0.630000000000001,-0.91
"1346",-0.62,3.65,-0.33
"1347",-2.64,-1.59,0.73
"1348",0.649999999999999,-4.46,1.77
"1349",4.01,-1.33,-0.21
"1350",2.86,-0.27,0.12
"1351",3.65,-1.26,0.65
"1352",1.22,-1.03,-1.43
"1353",-2.04,-0.619999999999997,-0.34
"1354",-2.3,2.18,-0.23
"1355",1.04,-0.659999999999999,-1.28
"1356",-1.75,1.31,1.02
"1357",2.74,-1.53,-1.14
"1358",3.6,-0.95,-0.14
"1359",0.789999999999999,1.07,-1.21
"1360",-4.22,-0.83,-0.13
"1361",1.08,-1.49,1.57
"1362",0.190000000000001,-0.869999999999999,-0.31
"1363",0.960000000000001,-0.329999999999998,0.27
"1364",-3.13,-1.46,-1.07
"1365",-3.25,1.52,-0.02
"1366",1.31,-1.17,-0.3
"1367",0.39,-1.09,0.39
"1368",4.19,2.67,0.13
"1369",1.34,-2,-2.49
"1370",-1.77,1.19,1.06
"1371",3.01,-0.96,0.68
"1372",-1.84,1.34,-0.62
"1373",0.99,1.11,-2.35
"1374",-4.43,2.38,0.22
"1375",1.88,1.93,0.63
"1376",-2.14,1.68,-1.47
"1377",-1.02,0.2,-0.15
"1378",3.27,-1.1,1.99
"1379",5.08,2.23,-2.16
"1380",-4.72,-0.539999999999999,0.06
"1381",-2.39,0.409999999999997,4.32
"1382",2.53,-1.22,-1.53
"1383",1.81,-1.55,-0.4
"1384",-5.21,-3.15,7.62
"1385",0.699999999999999,-1.74,-2.79
"1386",0.619999999999999,0.639999999999999,1.46
"1387",-1.93,-0.77,-0.57
"1388",-10.46,1.75,-13.55
"1389",-3.34,1.84,-0.08
"1390",-0.629999999999999,0.170000000000002,0.23
"1391",1.83,2.61,-7.32
"1392",0.25,-0.319999999999997,1.27
"1393",0.0300000000000011,0.129999999999999,0.83
"1394",2.37,-1.96,2.22
"1395",4.86,2.66,0.05
"1396",2.46,2.28,-0.35
"1397",0.489999999999998,-1.24,-0.41
"1398",-0.81,-1.03,-0.51
"1399",0.460000000000001,-0.43,-0.05
"1400",-1.3,0.389999999999999,-0.68
"1401",2.54,0.389999999999997,-0.19
"1402",-2.1,0.779999999999998,-0.05
"1403",0.25,0.67,-0.87
"1404",-0.61,0.81,-0.52
"1405",0.48,2.34,-3.38
"1406",3.43,2.99,-0.35
"1407",-6.78,-3.2,1.2
"1408",-1.67,-0.66,-1.02
"1409",11.39,-3.66,-18.77
"1410",3.12,2.53,-0.92
"1411",-5.58,1.99,1.7
"1412",-1.74,0.84,0.16
"1413",7.92,-1.06,0.9
"1414",-3.13,3.11,0
"1415",-0.629999999999999,-1.34,-3.32
"1416",-6.76,-0.699999999999999,0.62
"1417",4.9,2.89,1.19
"1418",-5.06,0.100000000000001,0.82
"1419",4.91,-0.740000000000002,-0.35
"1420",0.599999999999998,-2.92,0.87
"1421",-1.17,-1.74,-0.36
"1422",0.569999999999999,-1.25,-0.5
"1423",-1.13,-0.629999999999999,-1.18
"1424",-4.72,0.019999999999996,-0.25
"1425",-2.46,-0.8,-0.72
"1426",-2.89,0.219999999999999,-1.23
"1427",-1.77,0.55,-0.91
"1428",0.539999999999999,-0.91,-0.75
"1429",-2.19,-0.37,-1.19
"1430",-1.87,1.03,0.09
"1431",-1.99,0.259999999999998,0.34
"1432",2.67,-0.92,-0.21
"1433",-0.660000000000004,-2.11,-2.57
"1434",-0.84,2.35,-1.02
"1435",0.0299999999999994,-1.09,-0.96
"1436",-2.42,-0.58,-0.56
"1437",0.970000000000001,0.25,-0.8
"1438",6.81,-1.4,-0.81
"1439",-0.559999999999999,1.23,-0.27
"1440",6.05,3.01,-0.5
"1441",0.539999999999999,-0.449999999999996,-7.87
"1442",-4.58,1.23,-0.01
"1443",-2.89,-1.15,-0.39
"1444",-5.99,0.599999999999998,0.48
"1445",2.99,-0.139999999999993,-0.68
"1446",-0.280000000000001,2.89,-1.13
"1447",-0.289999999999999,0.699999999999999,-2.18
"1448",-2.02,1.27,0.51
"1449",6.79,-0.82,2.29
"1450",-1.25,-0.850000000000001,-0.41
"1451",2.35,0.140000000000001,1.27
"1452",2.04,-1.72000000000001,0.32
"1453",7.96,0.0599999999999987,15.08
"1454",-0.29,2.88,4.14
"1455",0.0999999999999999,-1.7,-1.48
"1456",1.99,-1.4,-0.78
"1457",-2.62,1.52,0.23
"1458",-1.99,0.75,-0.58
"1459",-0.73,1,0.91
"1460",0.16,0.709999999999999,-0.9
"1461",-2.77,0.140000000000001,0.98
"1462",7.5,-1.39,2.48
"1463",-1.57,-2.15,1.4
"1464",-1.93,0.399999999999999,-0.5
"1465",-8.07,-0.559999999999999,2.96
"1466",2.12,-0.349999999999998,-1.13
"1467",1.48,-0.850000000000001,-1.04
"1468",-2.22,-1.09,0.94
"1469",-0.57,0.25,0.16
"1470",-1.36,-0.85,-0.89
"1471",2.61,-2.41,0.42
"1472",0.5,-0.76,-0.09
"1473",-5.66,1.2,1.05
"1474",-1.09,-0.210000000000001,0.81
"1475",-2.08,-0.34,0.43
"1476",-0.170000000000002,-1.56,0.24
"1477",-2.17,0.93,-6.81
"1478",-0.72,3.41,-0.45
"1479",-1.36,2.18,-0.37
"1480",4.48,-1.01,0.27
"1481",0.670000000000002,0.590000000000002,1.52
"1482",1.83,-0.16,-0.13
"1483",0.79,-0.61,0.35
"1484",-0.940000000000005,-2.54000000000001,-6.14
"1485",1.33,1.98,-0.02
"1486",1.07,0.41,0.99
"1487",3.01,-0.640000000000001,-1.23
"1488",-4.97,-0.720000000000002,1.29
"1489",1.59,-0.15,1.11
"1490",-0.380000000000001,0.0600000000000005,0.85
"1491",-0.370000000000001,-1.82,-0.69
"1492",-2.39,-2.23,0.18
"1493",0.41,0.16,-1.47
"1494",-1.39,-0.72,-1.49
"1495",-1.9,1.54,0.26
"1496",-2.42,-1.89,1.93
"1497",0.85,-0.15,0.48
"1498",1.82,-2.28,-1.33
"1499",-1.8,-2.47,-0.04
"1500",-3.24,1.52,2.12
"1501",-1.68,-1.23,-0.59
"1502",0.17,0.81,0.53
"1503",4.16,2,3.56
"1504",4.85,-2.15,4.43
"1505",-2.02,0.150000000000002,0.23
"1506",-2.34,1.8,-0.53
"1507",0.93,-2.14,-0.65
"1508",1.61,-0.78,-0.06
"1509",1.54,4.92,-0.26
