"","LDA","LDA + SOC","PBE","PBE + SOC","PBE_SOL","HLE16","HLE16 + SOC","BJ","mBJ","SCAN","HSE06","HSE14","HSE_mix","PBE0","PBE0_mix"
"165",0.78,0.78,0.7665,0.78,0.78,0.5875,0.6033,0.658,0.6284,0.7063,0.3276,0.0264,0.0834,-0.0701999999999999,-0.001
"166",1.638,1.7228,1.6415,1.7471,1.6783,1.414,1.498,1.4075,1.3974,1.3971,0.1521,-0.4614,-0.8911,-0.4893,-1.3365
"167",0.9943,1.0116,0.934,0.9597,0.9787,-0.0271999999999999,-0.00309999999999988,0.4859,0.2926,0.662,-0.2145,-0.7185,-0.6728,-0.8335,-0.8262
"168",1.21,1.21,1.21,1.21,1.21,1.1135,1.1749,1.21,1.21,1.1537,1.21,0.8205,1.0154,1.2041,1.1926
"169",1.2,1.2,1.2,1.2,1.2,0.8645,0.9392,1.1999,1.1999,1.2,1.2,0.4859,0.77,0.5239,0.6152
"170",0.7413,0.7452,0.7249,0.7307,0.7356,0.3703,0.372,0.7656,0.511,0.6501,-0.0312,-0.4738,-0.451,-0.5886,-0.6265
"171",0.7567,0.7462,0.7568,0.7484,0.7568,0.7399,0.7386,0.7599,0.7583,0.7518,0.4995,0.0851999999999999,0.2011,0.0145999999999999,0.1227
"172",0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"173",1.29,1.2152,1.29,1.2206,1.29,0.6368,0.6977,1.0089,0.7418,1.2246,0.3168,-0.1454,-0.0502,-0.3006,-0.2415
"174",1.7837,1.787,1.6748,1.6824,1.7404,0.6478,0.6537,1.2321,1.0442,1.3719,0.389,-0.1224,-0.0601999999999996,-0.2781,-0.2199
"175",1.1486,1.1659,1.0211,1.0469,1.0956,-0.00560000000000005,0.0158,0.5377,0.3468,0.7532,-0.2364,-0.7908,-0.7372,-0.882,-0.9674
"176",1.0666,1.0699,0.9868,1.002,1.0192,0.6035,0.6096,0.6921,0.5946,0.8554,-0.1177,-0.5759,-0.5603,-0.7536,-0.7348
"177",0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.5255,0.1447,0.2339,0.0983000000000001,0.2435
"178",1.1892,1.1916,1.1035,1.1178,1.1517,0.5003,0.4978,0.7119,0.7155,0.788,-0.1738,-0.5667,-0.5987,-0.752,-0.7106
"179",1.2217,1.2531,1.1126,1.1463,1.159,0.5416,0.587,0.7516,0.5754,0.8592,0.0454999999999999,-0.3145,-0.284,-0.5815,-0.3931
"180",0.88,0.855,0.88,0.837,0.88,0.572,0.5997,0.7169,0.6462,0.8799,0.00260000000000005,-0.4823,-0.4148,-0.6373,-0.6143
"181",0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.0111,-0.4022,-0.2769,-0.4289,-0.3045
"182",1.0265,1.0323,1.0589,1.0696,1.0821,0.5034,0.5056,0.8151,1.0095,0.7939,-0.4978,-1.1866,-1.7367,-1.2064,-2.2803
"183",1.663,1.6726,1.5569,1.5698,1.6373,0.2642,0.2764,1.0446,0.9771,1.0903,0.1749,-0.2513,-0.1613,-0.1693,-0.3407
"184",1.6845,1.7093,1.5263,1.5484,1.6079,0.4367,0.4699,1.0727,0.8038,1.142,0.2507,-0.3165,-0.0329999999999999,-0.1955,0.0303
"185",0.4766,0.6554,0.3757,0.5756,0.4269,-0.1213,0.2111,0.1994,0.0758999999999999,0.179,-0.6731,-0.9638,-0.8743,-1.2317,-0.8079
"186",2.7782,2.815,2.5939,2.6258,2.7081,0.2031,0.2483,1.7792,1.6003,2.3296,0.8976,-0.0406,0.0543999999999998,0.2779,-0.2461
"187",2.0019,2.0051,1.9272,1.9341,2.0105,0.7034,0.7075,1.6491,1.55,1.6941,0.8801,0.5494,0.6074,0.5957,0.448
"188",3.0113,3.0743,2.8639,2.9314,2.9771,0.2991,0.366,1.9773,1.8635,2.5844,1.0461,0.0289999999999999,-0.1401,0.4631,-0.5748
"189",1.5859,1.5906,1.6043,1.612,1.6325,0.9563,0.9599,1.3564,1.4789,1.3537,0.1362,-0.573,-1.2803,-0.5594,-1.9461
"190",1.7371,1.7425,1.6173,1.629,1.6811,0.5862,0.5941,1.09,0.8783,1.283,0.2979,-0.314,-0.2397,-0.3376,-0.4461
"191",1.6431,1.6832,1.4843,1.5226,1.5509,0.6082,0.6552,1.0598,0.7337,1.244,0.3425,-0.2062,-0.0375999999999999,-0.2475,-0.1736
"192",0.7755,0.9632,0.6323,0.8123,0.6902,0.00209999999999999,0.2216,0.2954,-0.0570999999999999,0.4678,-0.4088,-0.8332,-0.6583,-0.9807,-0.702
"193",2.1109,2.2835,1.9416,2.1025,2.0526,-0.0218000000000003,0.1935,1.2571,1.0017,1.6283,0.4804,-0.2155,0.0343999999999998,-0.1604,-0.0960000000000001
"194",1.3345,1.3478,1.2078,1.2285,1.2854,-0.0181,-0.000899999999999901,0.6996,0.5543,0.927,-0.0819000000000001,-0.6618,-0.5842,-0.6532,-0.7288
"195",1.0076,1.0192,1.0065,1.0177,1.0066,0.159,0.2133,0.772,0.5267,0.9791,0.087,-0.4244,-0.2651,-0.5042,-0.4065
"196",1.057,1.0367,0.9283,1.0358,0.9961,0.277,0.5108,0.6641,0.3501,0.8106,0.0475999999999999,-0.2896,-0.1568,-0.5272,-0.2521
"197",-0.1419,-0.1823,-0.1917,-0.115,-0.1253,0.4571,0.6124,-0.6919,-0.2842,-0.4899,-1.5253,-1.8485,-2.1808,-2.1132,-2.6744
"198",0.5095,0.576,0.4539,0.5188,0.4949,-0.0710999999999999,0.0657,0.2633,0.23,0.3518,-0.2637,-0.4858,-0.4032,-0.8819,-0.4293
"199",0.8754,0.8925,0.8786,0.9004,0.9161,0.2032,0.1941,0.6775,0.8703,0.6333,-0.6381,-1.286,-1.8118,-1.3449,-2.4476
"200",0.6295,0.7423,0.5369,0.6597,0.6149,0.3224,0.4922,0.1883,-0.0630999999999999,0.2519,-0.5516,-0.9845,-1.054,-1.2085,-1.3813
"201",0.0636,0.0676,-0.0164,0.0301,0.0316,0.1694,0.2328,-0.2943,-0.5326,-0.4629,-1.4528,-2.1147,-1.4531,-1.9075,-0.7465
"202",0.3636,0.3722,0.3068,0.3519,0.3526,0.1553,0.2105,-0.0464,-0.3526,-0.2037,-1.2661,-2.1147,-1.6234,-2.0925,-1.3756
"203",1.7467,1.7483,1.5188,1.5331,1.6178,0.9479,0.9493,1.1805,0.4677,1.0901,0.3837,0.0819999999999999,-0.0287000000000002,-0.1898,-0.2078
"204",1.18534,1.29664,0.95154,1.06194,1.01794,0.65764,0.77794,0.75964,-0.0293600000000001,0.71604,0.05674,-0.27236,-0.16756,-0.55446,-0.32636
"205",1.6316,1.6349,1.6369,1.6405,1.6842,0.7398,0.7462,0.9264,0.3397,1.2709,0.3564,-0.1254,-0.5323,-0.3252,-1.1253
"206",0.8589,0.888,0.7064,0.7361,0.8379,-0.0417999999999998,-0.0124999999999997,0.5146,0.0306000000000002,0.4667,0.0493999999999999,0.0402,-0.1036,-0.5842,-0.3937
"207",1.129,1.1305,0.9479,0.9574,1.0645,0.1744,0.1762,0.7316,0.2975,0.6879,0.2133,0.2081,-0.0411000000000001,-0.4383,-0.4271
"208",0.822,0.822,0.6584,0.822,0.7055,0.6403,0.822,0.5739,-0.0609000000000001,0.6616,-0.1395,-0.3091,-0.3075,-0.7312,-0.4002
"209",1.3993,1.4236,1.1581,1.1867,1.2567,0.4649,0.4918,0.9046,0.2127,0.8018,0.256,0.1987,0.0244000000000004,-0.3612,-0.2149
"210",1.0069,1.0668,0.8525,0.9164,0.9275,0.3332,0.3959,0.6728,0.3372,0.6465,0.1799,0.1005,0.0539999999999998,-0.387,-0.0987
"211",0.744,0.744,0.6343,0.7299,0.6754,0.5941,0.6915,0.5572,-0.0733,0.6051,-0.119,-0.2377,-0.3479,-0.7341,-0.7353
"212",0.2599,0.2625,0.1573,0.1674,0.2104,-0.188,-0.2156,0.0715,-0.1884,0.0398000000000001,-0.3122,-0.3814,-0.4075,-0.7644,-0.5608
"213",0.5881,0.5926,0.4748,0.4846,0.5411,0.0645,0.0713,0.3333,0.0585,0.2768,-0.0826,-0.1373,-0.1674,-0.634,-0.2726
"214",3.5771,3.5765,3.4653,3.4804,3.5168,3.3588,3.3586,2.6942,1.3568,2.8817,1.4863,0.3603,-0.703200000000001,0.761699999999999,-1.4494
"215",0.4865,0.51,0.4311,0.4544,0.4868,-0.1802,-0.1239,0.1573,0.0655999999999999,0.298,-0.0592000000000001,-0.046,-0.1367,-0.6443,-0.2959
"216",1.1451,1.1632,1.0141,1.0364,1.0973,0.9115,0.9376,0.768,-0.0501999999999998,0.6656,-0.1109,-0.4777,-0.617,-0.811,-0.9414
"217",1.6373,1.663,1.4651,1.494,1.5596,1.3625,1.3963,1.0156,-0.1938,1.055,-0.1162,-0.7414,-1.3973,-0.8287,-1.9767
"218",1.1173,1.1551,0.9618,1.0003,1.0506,0.6529,0.6606,0.906,0.3239,0.6879,0.1466,0.0323,-0.0472000000000001,-0.4059,-0.109
"219",0.7756,0.9581,0.6624,0.8427,0.7318,0.3003,0.4522,0.4634,0.0692999999999999,0.384,-0.0294000000000001,-0.1136,-0.1348,-0.6261,-0.1948
"220",1.4558,1.5532,1.3341,1.4187,1.3896,0.9622,1.0728,1.2256,0.9127,1.1378,0.519,0.4016,0.2908,-0.0388000000000002,0.1233
"221",0.8121,0.9584,0.6084,0.7637,0.6789,0.3354,0.5425,0.4259,-0.2952,0.6125,-0.3183,-0.6122,-0.5865,-0.5549,-0.3563
"222",1.2288,1.248,1.0136,1.0384,1.1193,0.1064,0.1292,0.7522,0.0318999999999998,0.7393,-0.0160999999999998,-0.3125,-0.4002,-0.414,-0.656
"223",1.0714,1.2011,0.86,0.9894,0.9553,0.0426,0.1872,0.6177,-0.0155999999999998,0.6205,-0.0332999999999999,-0.3067,-0.2927,-0.6343,-0.4951
"224",1.3923,1.6789,1.1971,1.4853,1.2843,0.4381,0.7462,0.9539,0.4033,1.0572,0.2823,0.0741999999999998,0.00939999999999985,-0.3214,-0.1678
"225",0.6972,0.8186,0.4785,0.5992,0.5817,-0.4296,-0.293,0.2345,-0.361,0.2363,-0.3403,-0.5616,-0.5634,-0.9284,-0.7739
"226",0.311,0.5899,0.1351,0.4097,0.2239,-0.5058,-0.1959,-0.0353,-0.4922,0.0265,-0.586,-0.7427,-0.7248,-1.1645,-0.8541
"227",0.7195,0.7442,0.661,0.7033,0.6952,0.5924,0.6094,0.3841,0.1039,0.4266,-0.4374,-0.7258,-1.1353,-1.116,-1.6848
"228",0.648,0.6782,0.4808,0.5243,0.5672,-0.1941,-0.1752,0.3038,-0.2561,0.2988,-0.5163,-0.7504,-0.8583,-1.1417,-1.0816
"229",0.54,0.4293,0.54,0.4251,0.54,-0.2908,-0.2753,0.54,-0.1379,0.54,0.0411,-0.2595,-0.3514,-0.5689,-0.6942
"230",1.6,1.4714,1.569,1.5175,1.6,0.8535,0.9016,0.9576,0.0546,1.2325,0.054,-0.7612,-1.1605,-0.5205,-1.6761
"231",1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356,1.356
"232",1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308
"233",0.6958,0.6951,0.6019,0.6045,0.6634,0.0243000000000001,0.0235000000000001,0.5498,0.3044,0.4083,0.0656000000000001,0.0900000000000001,-0.0788999999999999,-0.5048,-0.3315
"234",2.1462,2.1389,2.1497,2.1504,2.1584,1.5552,1.5632,2.1456,1.8757,1.9705,1.7229,1.7493,1.6401,1.1915,1.4483
"235",0.41675,0.41675,0.41675,0.41675,0.41675,0.19175,0.31565,0.41675,-0.22625,0.40835,-0.13075,-0.35475,-0.29365,-0.70675,-0.45585
"236",0.0548,0.1736,-0.1184,0.0259,-0.0204,-0.639,-0.3499,-0.2624,-0.7644,-0.3288,-0.8594,-0.9536,-1.0482,-1.4979,-1.0225
"237",0.0602,0.3196,-0.0736000000000001,0.2134,-0.00160000000000005,-0.4643,0.0771999999999999,-0.2103,-0.5716,-0.1907,-0.7078,-0.7875,-0.8426,-1.2814,-1.0039
"238",0.695,0.6923,0.695,0.692,0.695,0.0137999999999999,0.0165999999999999,0.4319,-0.1996,0.672,-0.0466000000000001,-0.3791,-0.5758,-0.658,-1.0229
"239",0.9406,0.9713,0.7172,0.7466,0.8151,0.0761000000000001,0.1092,0.515,-0.1739,0.3762,-0.0931999999999999,-0.2586,-0.2822,-0.7145,-0.4564
"240",0.8622,0.8612,0.6325,0.6435,0.7385,0.0933000000000002,0.1375,0.4238,-0.1858,0.239,-0.4675,-0.7219,-0.8135,-0.8944,-0.9938
"241",1.0582,1.0568,0.9022,0.9044,0.9806,0.3773,0.3578,0.7561,0.2663,0.6378,0.1312,-0.00229999999999997,-0.0588000000000002,-0.4824,-0.2339
"242",0.2352,0.2352,0.2352,0.2352,0.2352,0.2352,0.2352,0.2352,-0.2097,0.2352,-0.303,-0.5065,-0.4332,-0.7354,-0.4244
"243",0.1278,0.1633,0.00930000000000009,0.0501,0.0891999999999999,-0.4768,-0.3978,-0.1447,-0.4796,-0.164,-0.6702,-0.7462,-0.8369,-1.2589,-1.0073
"244",0.3861,0.4229,0.2689,0.3107,0.3481,-0.2081,-0.1262,0.1233,-0.2187,0.1006,-0.4057,-0.4803,-0.5919,-1.0212,-0.7934
"245",0.2642,0.315,0.1638,0.2184,0.2248,-0.2904,-0.1813,-0.00819999999999999,-0.2676,0.032,-0.4038,-0.4781,-0.5099,-0.9419,-0.6309
"246",1.16,1.16,1.16,1.16,1.16,0.8651,0.8902,1.16,1.1028,1.16,1.0026,1.1127,0.9983,0.4358,0.8937
"247",0.6416,0.6425,0.5504,0.5538,0.5899,0.5349,0.5378,0.4925,0.1461,0.3124,-0.4723,-0.6751,-0.9671,-1.1062,-1.3053
"248",1.1231,1.1782,0.9132,0.9824,1.0021,0.2508,0.3055,0.6611,0.000399999999999956,0.6167,-0.0947,-0.3025,-0.5106,-0.5687,-0.8175
"249",1.4444,1.4857,1.2429,1.2957,1.3477,0.2037,0.2529,0.9642,0.3006,0.9661,0.2755,0.1165,-0.1062,-0.3457,-0.4543
"250",0.1575,0.321,-0.0654999999999999,0.0924,0.0254,-0.822,-0.6394,-0.4254,-1.0665,-0.5159,-0.6552,-0.6648,-0.6953,-1.0663,-0.6414
"251",1.3128,1.3173,1.1353,1.1497,1.2082,0.4449,0.4692,0.974,0.378,0.9643,0.196,-0.00749999999999984,-0.2097,-0.4569,-0.5869
"252",1.0491,1.0507,0.9476,0.9508,1.0007,1.6872,1.809,0.7864,0.0785999999999998,0.5974,-0.4702,-1.12,-1.7292,-1.16,-2.4221
"253",0.7122,0.7704,0.5681,0.6322,0.6264,0.1391,0.1722,0.4261,-0.0913999999999997,0.3266,-0.3567,-0.4603,-0.7382,-0.9017,-1.0284
"254",0.0730999999999997,0.1995,-0.0182000000000002,0.1073,0.0226999999999999,-0.3596,-0.1395,-0.1798,-0.4643,-0.1425,-0.6551,-0.6925,-0.9579,-1.0181,-1.1495
"255",-0.2895,-0.0159,-0.3509,-0.0936000000000001,-0.3225,-0.5259,-0.2026,-0.4617,-0.6091,-0.4627,-0.848,-0.8361,-0.9815,-1.459,-1.052
"256",1.0574,1.2993,0.8689,1.104,0.9242,-0.0367999999999999,0.2032,0.49,-0.00280000000000014,0.6535,0.0790999999999999,-0.0202,-0.1022,-0.3211,-0.1084
"257",0.827,0.9697,0.632,0.7704,0.6938,-0.1137,0.0549999999999999,0.2598,-0.3408,0.189,0.0981999999999998,0.0956999999999999,0.0600999999999998,-0.0906,0.1837
"258",0.7574,0.8681,0.6263,0.7388,0.6675,-0.4167,-0.2666,0.2584,-0.3707,0.3159,0.1155,0.1358,0.101,-0.4144,0.00710000000000011
"259",1.0412,1.2197,0.8274,1.0016,0.8926,-0.307,-0.0886,0.3613,-0.4301,0.5577,0.1303,0.0630999999999999,-0.0189000000000004,-0.3336,-0.1868
"260",2.1021,2.1045,1.8789,1.8874,1.9939,0.5279,0.5318,1.4862,0.7299,1.495,0.7159,0.3543,0.2848,0.0615999999999999,0.0268999999999999
"261",1.5853,1.5863,1.3949,1.4062,1.487,0.5324,0.5332,1.0725,0.5401,1.1466,0.3365,-0.0153000000000001,-0.0618000000000001,-0.3012,-0.3011
"262",0.2078,0.5191,0.0569000000000002,0.3892,0.1378,-0.3346,0.2932,-0.0518000000000001,-0.5064,-0.0796999999999999,-0.7107,-0.7687,-0.9575,-1.2415,-1.156
"263",3.845,4.0097,3.4433,3.6032,3.5892,1.2191,1.396,2.8212,1.3437,2.8897,2.2866,2.022,1.6851,1.575,1.1157
"264",3.9247,3.9679,3.4822,3.5242,3.6479,1.1089,1.1536,2.8011,0.9125,2.9054,2.172,1.8185,1.2527,1.8713,0.5007
"265",1.3336,1.3351,1.2013,1.2079,1.2705,-0.038,-0.0312000000000001,0.72,0.4339,0.9443,0.0846,-0.3322,-0.3793,-0.4982,-0.594
"266",0.5049,0.5176,0.4564,0.4783,0.4967,-0.2534,-0.2401,0.169,0.2508,0.3206,-0.5533,-0.8694,-0.9552,-1.1138,-1.1543
"267",0.9322,0.9491,0.8461,0.8684,0.9194,1.1298,1.342,0.6655,0.5541,0.6559,-0.0949,-0.2605,-0.3945,-0.5209,-0.5402
"268",4.8212,5.0603,4.3194,4.5517,4.45,1.4933,1.7717,3.5643,0.9503,3.5549,2.9237,2.509,1.9535,2.1747,1.2066
"269",1.6199,1.7857,1.4736,1.6441,1.5646,1.5348,1.7485,1.1429,0.0458000000000003,1.1106,0.1088,-0.454699999999999,-1.2317,-0.551499999999999,-1.8438
"270",1.5706,1.5955,1.4763,1.4973,1.5309,3.1384,3.2294,1.1836,0.668,1.076,9.99999999997669e-05,-0.4716,-0.8271,-0.5282,-0.970800000000001
"271",1.5038,1.5093,1.4193,1.4262,1.4717,2.3435,2.4932,1.261,1.0946,1.0932,0.1371,-0.3404,-0.2902,-0.5397,-0.4616
"272",1.3615,1.3929,1.2496,1.3169,1.3145,2.1713,2.544,1.0438,0.9364,0.8973,0.0461999999999998,-0.4215,-0.2869,-0.6019,-0.4067
"273",1.185,1.3816,1.1242,1.3109,1.1594,1.9227,2.2205,0.9205,0.7662,0.8281,0.0992000000000002,-0.206,-0.1107,-0.5292,-0.1987
"274",3.9652,4.1108,3.9671,4.1103,3.8833,7.2987,7.6041,4.037,3.8505,2.8162,0.415099999999999,-1.7329,-2.2768,-0.0997000000000003,-2.9525
"275",1.0908,1.1996,0.9707,1.0758,1.0259,1.0252,1.2557,0.6567,0.2086,0.739,0.1768,-0.0199,0.0196000000000001,-0.4299,-0.1125
"276",1.2281,1.2636,1.0682,1.1022,1.1475,1.0604,1.3582,0.844,0.2868,0.8178,0.2215,0.00689999999999991,0.0381,-0.4049,-0.0903
"277",0.5808,0.6029,0.4943,0.5205,0.5597,0.04,0.0470000000000002,0.4148,0.1784,0.3284,-0.1345,-0.1375,-0.2831,-0.7828,-0.5007
"278",0.3779,0.4169,0.3439,0.3801,0.3653,0.0896000000000001,0.1152,0.2383,0.1293,0.2257,-0.1199,-0.1178,-0.1966,-0.721,-0.3188
"279",2.9471,3.1231,2.6563,2.8321,2.827,0.647799999999999,0.8423,2.0948,1.107,1.8774,1.4302,1.0827,1.0793,0.9331,1.0737
"280",3.3977,3.4373,3.073,3.1173,3.2737,0.886900000000001,0.934100000000001,2.477,1.133,2.2212,1.6601,1.2336,0.9892,1.1215,0.5053
"281",1.1969,1.2029,0.9841,1.1332,1.1157,1.5065,1.5685,0.3147,-1.3801,-0.247,-2.1033,-4.1117,-5.0567,-2.7863,-5.5063
"282",4.7595,4.7801,4.5224,4.5439,4.6947,1.8536,1.876,3.4731,1.5173,3.6213,2.211,0.867899999999999,-1.4876,1.6569,-2.3699
"283",0.9844,1.2532,0.8659,1.1208,0.9285,0.3832,0.6516,0.6234,0.2931,0.6305,0.1429,0.0850999999999997,0.0202,-0.474,-0.1401
"284",2.286,2.2858,1.9365,1.9366,2.1784,0.752000000000001,0.751200000000001,1.2271,0.293600000000001,1.3004,0.9482,0.734900000000001,0.7925,0.278300000000001,0.779000000000001
"285",0.9337,0.9775,0.8229,0.884599999999999,0.892399999999999,0.6095,0.716499999999999,0.4418,-0.219200000000001,0.4779,-0.564100000000001,-1.0607,-1.7441,-1.066,-2.4683
"286",1.375,1.4909,1.1552,1.2707,1.2617,0.3872,0.5143,0.8712,0.2066,0.7858,0.2381,0.0193999999999996,-0.0111000000000003,-0.4031,-0.1675
"287",5.5132,5.6924,5.4798,5.6598,5.5012,5.494,5.6759,5.2615,5.0527,5.329,4.7943,4.5789,4.3203,4.1853,3.6991
"288",0.4243,0.4534,0.3637,0.3951,0.4011,0.6831,0.6914,0.1197,-0.438600000000001,-0.0781000000000001,-1.0373,-1.6538,-2.4789,-1.5204,-3.2518
"289",1.5662,1.6369,1.4453,1.5205,1.517,1.728,1.7925,1.1557,0.0318000000000005,1.0769,0.0257000000000005,-0.6408,-1.4214,-0.7258,-1.326
"290",1.1705,1.2676,0.9738,1.0679,1.0579,0.2601,0.3693,0.6266,-0.0216999999999998,0.6783,0.0860000000000001,-0.2313,-0.0632999999999999,-0.545,-0.1516
"291",1.1863,1.1986,1.2471,1.2614,1.2786,0.3348,0.3372,0.4675,0.00279999999999991,0.9526,0.0244,-0.4681,-0.7369,-0.6785,-1.3009
"292",0.8027,0.8184,0.6837,0.6994,0.8065,-0.2908,-0.2712,0.3875,-0.0150999999999999,0.3916,0.0909,0.0749,-0.00839999999999996,-0.464,-0.1822
"293",0.5441,0.6101,0.5371,0.6004,0.5967,-0.0154000000000001,0.0527,0.1536,0.0761999999999999,0.3141,0.1594,0.2078,0.1987,-0.3526,0.24
"294",0.6117,0.6231,0.5674,0.5783,0.6515,-0.1014,-0.0899,0.2631,0.1687,0.3256,0.1937,0.26,0.2587,-0.3307,0.4476
"295",0.3,0.3,0.3,0.3,0.3,0.218,0.3,0.0409,-0.0444,0.1971,0.0548,0.1391,0.0835,-0.4352,0.2147
"296",0.591,0.7292,0.5452,0.6776,0.57,0.0239,0.1515,0.1205,-0.0296999999999999,0.3045,0.1797,0.266,0.2248,-0.3348,0.3216
"297",2.26,2.2718,1.8656,1.8789,2.0339,-0.0407999999999999,-0.0297000000000001,1.2901,-0.2244,1.0526,0.4674,0.0464000000000002,-0.3206,-0.0532000000000004,-0.7515
"298",5.5873,5.5878,5.2207,5.2246,5.4,2.4075,2.4079,4.1254,1.8721,4.4037,2.9286,1.5716,-0.592599999999999,2.524,-1.4549
"299",3.051,3.0639,2.9612,2.9739,3.063,1.8621,1.8747,2.1022,0.907299999999999,2.147,1.2315,0.3969,-0.3011,0.5347,-0.960400000000001
"300",1.2434,1.2459,1.1144,1.1169,1.2419,-0.0206000000000004,-0.0188000000000001,0.8203,0.4394,0.8358,0.4671,0.4417,0.4246,0.2461,0.633
"301",1.1414,1.3972,0.924,1.1723,1.0452,-0.1663,0.119,0.4997,-0.0511999999999997,0.3086,0.0988000000000002,-0.0208999999999997,0.0151000000000003,-0.4131,0.0815000000000001
"302",0.4216,0.4274,0.3331,0.3449,0.3768,0.1151,0.0614999999999999,0.3009,0.1497,0.2395,-0.2362,-0.2096,-0.3259,-0.8565,-0.4701
"303",0.337,0.3478,0.276,0.2894,0.3107,-0.0888,-0.0495999999999999,0.2076,0.1088,0.1482,-0.2222,-0.1654,-0.2604,-0.8251,-0.2763
"304",0.3242,0.3556,0.2887,0.3215,0.3028,0.1477,0.2043,0.2455,0.2076,0.1312,-0.1379,-0.0591999999999999,-0.1463,-0.4792,-0.0403
"305",-0.2552,-0.2532,-0.5124,-0.5043,-0.4048,-1.3998,-1.3974,-0.8955,-1.7995,-0.9194,-1.5368,-1.7785,-1.9489,-1.7956,-2.3512
"306",0.4219,0.6,0.2348,0.4063,0.2908,-0.2952,-0.0922000000000001,-0.15,-0.7668,-0.3099,-0.3551,-0.375,-0.3755,-0.9205,-0.3549
"307",0.7805,0.8713,0.666,0.757,0.7275,0.2859,0.3882,0.537,0.2519,0.4852,-0.0149000000000001,-0.0559999999999998,-0.1956,-0.4814,-0.2899
"308",0.4597,0.4603,0.3871,0.3911,0.4124,0.753,0.7551,0.2915,-0.4669,0.00379999999999958,-1.2593,-2.0616,-3.1672,-1.4911,-4.0166
"309",0.7828,0.9584,0.677,0.8486,0.7158,-0.0145999999999999,0.192,0.1711,-0.2157,0.2243,0.1654,0.1483,0.1837,-0.3183,0.2603
"310",0.8908,0.895,0.776,0.786,0.8458,0.2534,0.2664,0.6695,0.2926,0.5896,0.0356999999999998,-0.0089999999999999,-0.2146,-0.4083,-0.4796
"311",3.3406,3.5133,2.9738,3.1417,3.1244,1.5538,1.7377,2.3276,0.8887,2.273,1.7809,1.5091,1.2602,1.2966,0.9611
"312",4.0559,4.0995,3.6499,3.6924,3.8224,2.2881,2.3336,2.9739,1.0356,2.9016,2.2922,1.9516,1.4255,1.741,1.4135
"313",5.7449,5.7675,5.394,5.415,5.5325,3.28,3.3732,4.196,1.4516,4.6847,3.287,2.1328,-0.250200000000001,2.7073,-1.1637
"314",2.4634,2.8058,2.1694,2.5041,2.3032,1.2041,1.5749,1.5857,0.6192,1.4492,1.1821,1.0509,0.9662,0.7055,0.8591
"315",0.5581,0.5966,0.4608,0.4993,0.4882,2.5084,2.6327,0.3395,-0.2195,-0.0921000000000003,-1.2943,-1.8849,-2.488,-1.9213,-3.0161
"316",0.2798,0.4088,0.1627,0.2941,0.2227,-0.016,0.1716,0.0310999999999999,-0.3974,-0.0223,-0.6635,-0.7734,-0.9053,-1.3166,-1.0111
"317",1.4278,1.5696,1.2897,1.4362,1.3734,1.4771,1.6572,0.9751,-0.1795,0.9241,-0.1021,-0.675,-1.6688,-0.5485,-2.3364
"319",10.0719,10.176,9.8969,10.0134,9.7265,6.3795,6.5595,7.5734,2.6316,8.7053,7.1778,5.2392,-0.00949999999999918,6.3557,-0.0167000000000002
"320",0.2533,0.2859,0.2154,0.2552,0.2353,0.2029,0.2541,0.1298,0.000500000000000056,0.002,-0.422,-0.5909,-0.4529,-1.0071,-0.2478
"321",0.3745,0.442,0.3477,0.4236,0.3638,0.3949,0.3775,0.2236,0.1104,0.0848,-0.3516,-0.4457,-0.3576,-0.856,-0.0814000000000001
"322",-0.1986,-0.1752,-0.2387,-0.214,-0.2156,-0.1248,-0.1937,-0.2752,-0.4088,-0.3671,-0.7744,-0.8183,-0.7825,-1.325,-0.6165
